Gene,Coefficient_x,Odds Ratio,Coefficient_y,Absolute_Coefficient
SZT2,-0.002021046,0.997980995,-0.000264415,0.000264415
PTGR1,-0.002022455,0.997979589,-0.000285327,0.000285327
C12orf66,-0.002022857,0.997979187,-0.000262302,0.000262302
PPFIA2,-0.002023165,0.997978881,-0.000183703,0.000183703
EVA1A,-0.002023525,0.997978521,-0.000392928,0.000392928
SUOX,-0.002026671,0.997975382,-0.000201002,0.000201002
ANKMY2,-0.002030078,0.997971982,-0.000257137,0.000257137
MAB21L3,-0.002032508,0.997969556,-0.000271877,0.000271877
RHOQ,-0.002032646,0.997969418,-0.000303677,0.000303677
PLAGL2,-0.002032916,0.997969149,-0.000463071,0.000463071
PLEKHA7,-0.002033134,0.997968932,-0.000296061,0.000296061
CFLAR,-0.00203444,0.997967628,-0.000201287,0.000201287
PDK2,-0.002034501,0.997967568,-6.00E-05,6.004026510287794e-05
LRRC40,-0.002036106,0.997965966,-0.000391947,0.000391947
GSC,-0.002038473,0.997963603,-0.000221182,0.000221182
LCA5,-0.002038586,0.997963491,-0.000111912,0.000111912
CAPG,-0.002039595,0.997962484,-0.000628329,0.000628329
LSAMP,-0.002039816,0.997962263,-0.000322137,0.000322137
FLII,-0.002040505,0.997961575,-0.000368448,0.000368448
CLK1,-0.00204084,0.997961241,-0.000367358,0.000367358
EDF1,-0.002042441,0.997959643,-0.00034537,0.00034537
AGRN,-0.002042956,0.997959129,-0.000348374,0.000348374
TRIOBP,-0.002044134,0.997957954,-0.000215541,0.000215541
RAB37,-0.002044316,0.997957772,-0.000258622,0.000258622
KIAA0408,-0.002044792,0.997957297,-0.000233951,0.000233951
CEP128,-0.002045167,0.997956922,-0.000316537,0.000316537
VANGL2,-0.002049033,0.997953064,-0.00047169,0.00047169
ECHS1,-0.002050093,0.997952007,-0.000272317,0.000272317
NKX1-2,-0.002050662,0.997951439,-0.000384603,0.000384603
ASTN1,-0.002051981,0.997950123,-0.000312799,0.000312799
RGMA,-0.002053539,0.997948568,-9.86E-05,9.860177445391876e-05
SOBP,-0.002055348,0.997946762,-0.000237651,0.000237651
GRAP2,-0.002056028,0.997946085,-0.000318723,0.000318723
JAK1,-0.002056542,0.997945571,-0.000208453,0.000208453
C6orf120,-0.002059546,0.997942574,-0.000303706,0.000303706
WDR55,-0.002060534,0.997941587,-0.0003988,0.0003988
GRID1,-0.002062553,0.997939572,-0.000155162,0.000155162
CRABP1,-0.002062897,0.99793923,0.000101039,0.000101039
RC3H2,-0.002063067,0.99793906,-0.000391709,0.000391709
ARL15,-0.002066163,0.99793597,-0.000275523,0.000275523
NIP7,-0.002066341,0.997935793,-0.000396926,0.000396926
KMT2C,-0.002066951,0.997935183,-0.000283047,0.000283047
CBX6,-0.002073697,0.997928451,-0.000402333,0.000402333
CIART,-0.002076579,0.997925576,-0.00061303,0.00061303
NT5E,-0.002081339,0.997920825,-0.000473053,0.000473053
NIPSNAP3A,-0.002081612,0.997920553,-0.000398584,0.000398584
SERP2,-0.002081946,0.99792022,-0.000291591,0.000291591
AQP11,-0.002082697,0.99791947,-0.000392607,0.000392607
CHD3,-0.00208351,0.997918659,-0.000303358,0.000303358
CYP3A5,-0.002084013,0.997918157,-0.00038834,0.00038834
ANAPC1,-0.002086017,0.997916157,-0.000232457,0.000232457
SPATC1L,-0.002086748,0.997915427,-0.000277826,0.000277826
FSTL1,-0.00208762,0.997914557,-0.000266092,0.000266092
STK16,-0.002087667,0.99791451,-0.000354333,0.000354333
TLE2,-0.002087786,0.997914392,-0.000290471,0.000290471
PRDM16,-0.002088057,0.997914121,-0.000258923,0.000258923
NHS,-0.00208856,0.997913619,-0.000117113,0.000117113
ROBO3,-0.002090789,0.997911395,-0.00031265,0.00031265
FBXL5,-0.002090878,0.997911306,-0.000242321,0.000242321
MED13,-0.002093201,0.997908988,-0.000317329,0.000317329
RNF145,-0.002093724,0.997908466,-0.000320122,0.000320122
NR1D2,-0.002094013,0.997908178,-0.000310852,0.000310852
SOX13,-0.00209587,0.997906325,-0.000208159,0.000208159
RASA1,-0.002096485,0.997905711,-0.000266833,0.000266833
HYKK,-0.002096762,0.997905434,-0.000246843,0.000246843
DAAM1,-0.002097485,0.997904713,-0.000212932,0.000212932
ATXN7L1,-0.002098387,0.997903813,-0.00028918,0.00028918
ZMAT2,-0.002098699,0.997903501,-0.000282545,0.000282545
RABL3,-0.002099833,0.99790237,-0.000280282,0.000280282
BCL9L,-0.002101595,0.997900612,-0.000118791,0.000118791
ARFRP1,-0.002103055,0.997899155,-0.000319105,0.000319105
DHX58,-0.002103204,0.997899006,-0.000506544,0.000506544
UBR1,-0.002104476,0.997897737,-0.000256442,0.000256442
SASH1,-0.002105289,0.997896926,-6.39E-05,6.388095319272667e-05
ACAA2,-0.002105681,0.997896534,-0.000332176,0.000332176
CNTRL,-0.002108971,0.997893252,-0.000343264,0.000343264
EPHX1,-0.002109018,0.997893205,-0.000240024,0.000240024
TMEM62,-0.002109412,0.997892811,-0.000426253,0.000426253
OPTN,-0.002111994,0.997890235,-0.000394044,0.000394044
TLCD1,-0.002114097,0.997888136,-0.000438126,0.000438126
SOCS2,-0.00211471,0.997887525,-0.000118564,0.000118564
KCTD9,-0.002115637,0.997886599,-0.000324075,0.000324075
MEIS2,-0.00211741,0.99788483,-0.000121233,0.000121233
RBM41,-0.002121254,0.997880994,-0.000368708,0.000368708
HPDL,-0.002122145,0.997880106,-0.00031026,0.00031026
DIP2C,-0.002122256,0.997879994,-0.000288725,0.000288725
CCDC171,-0.00212437,0.997877885,-0.000289629,0.000289629
NME2,-0.002127692,0.997874569,-0.000280186,0.000280186
CHST10,-0.002127947,0.997874315,-0.000384534,0.000384534
XYLT2,-0.002128326,0.997873938,-0.000333096,0.000333096
ZNF646,-0.002129245,0.99787302,-0.000284557,0.000284557
BDP1,-0.002130589,0.997871679,-0.000219302,0.000219302
SRGAP3,-0.002131474,0.997870796,-0.000371841,0.000371841
B3GALT4,-0.002131915,0.997870356,-0.000317204,0.000317204
PTPRG,-0.002131924,0.997870347,-0.000180699,0.000180699
KDM6B,-0.002132525,0.997869747,-0.000277668,0.000277668
ATP11B,-0.002132817,0.997869456,-0.000347099,0.000347099
REV3L,-0.002134,0.997868276,-0.000246117,0.000246117
ARHGAP31,-0.002134983,0.997867294,-0.000321326,0.000321326
POLR3H,-0.002135795,0.997866484,-0.000365248,0.000365248
EIF2D,-0.002136076,0.997866203,-0.000322575,0.000322575
CDC42BPB,-0.002136218,0.997866062,-0.000213316,0.000213316
EPB41L5,-0.002137825,0.997864459,-0.0002476,0.0002476
VIM,-0.002138483,0.997863802,-0.000397965,0.000397965
USE1,-0.002138961,0.997863325,-0.000317465,0.000317465
COL22A1,-0.002142137,0.997860156,-0.000631626,0.000631626
ACAD8,-0.002142468,0.997859825,-0.000330074,0.000330074
ATF7IP,-0.002142885,0.997859409,-0.000335022,0.000335022
IGHMBP2,-0.002145606,0.997856694,-0.000294306,0.000294306
PTPRN2,-0.002150371,0.99785194,-5.16E-05,5.164761353378209e-05
CIZ1,-0.002151929,0.997850385,-0.00036441,0.00036441
EIF2B3,-0.002152273,0.997850042,-0.000333751,0.000333751
OGFOD2,-0.002158179,0.997844148,-0.000398576,0.000398576
ECHDC2,-0.002158413,0.997843915,-0.000279566,0.000279566
ZNF267,-0.002160175,0.997842157,-0.000460485,0.000460485
FAM214A,-0.002161308,0.997841026,-0.000105737,0.000105737
CLDN8,-0.002161675,0.99784066,0.000226314,0.000226314
NACA,-0.002163346,0.997838993,-0.000312152,0.000312152
OTUD3,-0.002164475,0.997837866,-0.000321745,0.000321745
PELI1,-0.002165654,0.997836689,-0.00036509,0.00036509
PRPF6,-0.002168187,0.997834162,-0.000321031,0.000321031
GNG12,-0.002169593,0.997832759,-0.000207818,0.000207818
NDUFA10,-0.002169906,0.997832447,-0.000329814,0.000329814
POLR3GL,-0.002171909,0.997830447,-0.000408372,0.000408372
PALD1,-0.002176326,0.99782604,-0.000501406,0.000501406
PLA2G4A,-0.00217813,0.99782424,-0.000235326,0.000235326
PCYOX1,-0.002183023,0.997819358,-0.000187606,0.000187606
MEIS3,-0.002183049,0.997819332,-0.000584626,0.000584626
ZFP2,-0.002183461,0.997818921,-0.000386119,0.000386119
SETD6,-0.00218435,0.997818034,-0.00029104,0.00029104
TMEM86A,-0.002184784,0.997817601,-0.000377438,0.000377438
SURF1,-0.002184967,0.997817418,-0.000397196,0.000397196
RPL31,-0.002185648,0.997816739,-0.000256554,0.000256554
WBP1,-0.002187984,0.997814408,-0.000387721,0.000387721
SLC12A6,-0.002188337,0.997814056,-0.000242823,0.000242823
RAB3D,-0.002189256,0.997813138,-0.000342083,0.000342083
NANOS1,-0.002190116,0.997812281,-0.000470429,0.000470429
EHBP1,-0.002190641,0.997811756,-0.000257467,0.000257467
ZNF277,-0.002190953,0.997811445,-0.000281807,0.000281807
DSG2,-0.002191906,0.997810495,-0.000246238,0.000246238
DPH1,-0.00219293,0.997809473,-0.00024546,0.00024546
TOMM7,-0.002193978,0.997808427,-0.000262571,0.000262571
BIRC3,-0.00219498,0.997807427,-0.000292088,0.000292088
DDO,-0.002195469,0.99780694,-0.000272509,0.000272509
DBN1,-0.00219723,0.997805182,-0.000383755,0.000383755
PXN,-0.002197341,0.997805071,-0.00026942,0.00026942
GANC,-0.002199158,0.997803258,-0.000260563,0.000260563
ST6GALNAC5,-0.002201793,0.997800629,-0.000466753,0.000466753
NHEJ1,-0.00220289,0.997799534,-0.000262257,0.000262257
RPAIN,-0.002204124,0.997798303,-0.000408999,0.000408999
B3GNT2,-0.002204774,0.997797655,-0.000364636,0.000364636
FMN1,-0.002204802,0.997797627,-0.000314971,0.000314971
AKR7A2,-0.002205768,0.997796663,-0.000471086,0.000471086
GFRA2,-0.002206833,0.9977956,-0.000372426,0.000372426
PPWD1,-0.002212306,0.99779014,-0.000402126,0.000402126
NLN,-0.002212307,0.997790138,-0.00033081,0.00033081
CHRM3,-0.002213522,0.997788926,-0.000117252,0.000117252
IFNGR1,-0.002214853,0.997787597,-0.00031094,0.00031094
PHB,-0.002219505,0.997782956,-0.000278388,0.000278388
EP300,-0.002219666,0.997782795,-0.000217478,0.000217478
SYNJ2BP,-0.002221707,0.99778076,-0.000308333,0.000308333
DYNC1I1,-0.002223075,0.997779394,-0.000283455,0.000283455
ICAM5,-0.002224379,0.997778093,-0.000355762,0.000355762
ZNF280B,-0.00222458,0.997777893,-0.000351012,0.000351012
LONP2,-0.002224624,0.997777848,-0.000256742,0.000256742
IFI44L,-0.002225931,0.997776544,-0.000588953,0.000588953
ZBTB4,-0.002226505,0.997775972,-0.000212135,0.000212135
HUWE1,-0.002228549,0.997773932,-0.000281681,0.000281681
FECH,-0.002230258,0.997772228,-0.000390189,0.000390189
LYN,-0.002230389,0.997772096,-0.000432157,0.000432157
NSD1,-0.002231757,0.997770731,-0.000319783,0.000319783
NMT2,-0.002232026,0.997770463,-0.000218846,0.000218846
LMO4,-0.002232593,0.997769897,-0.000357609,0.000357609
AHDC1,-0.00223497,0.997767526,-0.000235517,0.000235517
FSIP2,-0.002236628,0.997765871,-0.000165562,0.000165562
PARP4,-0.00224042,0.997762088,-0.000342762,0.000342762
PCBP3,-0.002242342,0.99776017,-0.000650806,0.000650806
HEBP1,-0.002245856,0.997756664,-0.000421387,0.000421387
TRPM4,-0.002246283,0.997756238,-0.000235232,0.000235232
HMGCR,-0.002249146,0.997753381,-0.000341874,0.000341874
MAN2A2,-0.002250976,0.997751556,-0.0002278,0.0002278
MEDAG,-0.002252542,0.997749993,-0.00025165,0.00025165
ZCCHC3,-0.002254333,0.997748206,-0.000519258,0.000519258
SLC43A1,-0.00225496,0.99774758,-0.000230629,0.000230629
TMEM176A,-0.002256196,0.997746348,-0.000475029,0.000475029
DDHD2,-0.002256995,0.99774555,-0.000351087,0.000351087
PHRF1,-0.002257448,0.997745098,-0.000297891,0.000297891
SHANK3,-0.002257648,0.997744899,-0.000180995,0.000180995
ADCY4,-0.002259883,0.997742668,-0.000163666,0.000163666
TARBP1,-0.002260413,0.997742139,-0.000527218,0.000527218
GTDC1,-0.002262567,0.99773999,-0.000382471,0.000382471
PLEKHH2,-0.00226258,0.997739978,4.182855649741656e-05,4.182855649741656e-05
ARHGAP42,-0.002263112,0.997739447,-0.000234906,0.000234906
DZIP3,-0.00226386,0.9977387,-0.000336797,0.000336797
C1QBP,-0.002266331,0.997736235,-0.000374238,0.000374238
ZNF275,-0.002266745,0.997735822,-0.000352238,0.000352238
PTPN11,-0.002270298,0.997732277,-0.000223174,0.000223174
CCDC51,-0.002273167,0.997729415,-0.000377392,0.000377392
MECOM,-0.002273568,0.997729014,-9.60E-05,9.596217538884733e-05
SLC16A2,-0.002273631,0.997728952,-0.000329568,0.000329568
MRPL46,-0.002273834,0.997728749,-0.000483219,0.000483219
CNBP,-0.002274129,0.997728455,-0.000426068,0.000426068
DTNB,-0.002275258,0.997727328,-0.000331834,0.000331834
AP3M1,-0.002275288,0.997727298,-0.000337066,0.000337066
MINK1,-0.002276176,0.997726412,-0.000317786,0.000317786
VAPB,-0.002276627,0.997725962,-0.000421218,0.000421218
C19orf12,-0.00227707,0.997725521,-0.000277685,0.000277685
FBXO11,-0.002277587,0.997725005,-0.000334245,0.000334245
FRRS1,-0.002278818,0.997723776,-0.000423792,0.000423792
UVRAG,-0.002278855,0.997723739,-0.000301463,0.000301463
FBLN7,-0.00227932,0.997723276,-0.000239853,0.000239853
LAMB2,-0.002279609,0.997722987,-0.000205742,0.000205742
DOCK7,-0.002279769,0.997722828,-0.000326259,0.000326259
THNSL2,-0.002279883,0.997722714,-0.000621248,0.000621248
PTPRE,-0.002282443,0.99772016,-0.000426812,0.000426812
RIC3,-0.002282789,0.997719815,-0.000271551,0.000271551
MAN2B2,-0.002283705,0.9977189,-0.000257093,0.000257093
BBS12,-0.002283793,0.997718813,-0.000392967,0.000392967
NOTCH3,-0.002284571,0.997718036,-0.00026702,0.00026702
KCTD14,-0.00228472,0.997717888,-8.47E-05,8.466160261721414e-05
LPCAT3,-0.00228605,0.997716561,-0.00032777,0.00032777
HEATR1,-0.002286246,0.997716366,-0.000389344,0.000389344
HADHA,-0.002286683,0.99771593,-0.000268823,0.000268823
BANK1,-0.00229071,0.997711912,0.000125884,0.000125884
TNFAIP1,-0.002292064,0.997710561,-0.000345977,0.000345977
SCN8A,-0.002295353,0.99770728,-0.000414761,0.000414761
CYSLTR1,-0.002297449,0.997705188,-0.000321178,0.000321178
VRK2,-0.002297831,0.997704807,-0.00049607,0.00049607
ARAP2,-0.002299549,0.997703093,-0.000396966,0.000396966
TMEM17,-0.002299917,0.997702725,-0.000478184,0.000478184
RUNX1T1,-0.002300604,0.99770204,-5.49E-05,5.485001108568657e-05
ZNF354C,-0.002302591,0.997700058,-0.000464667,0.000464667
UROD,-0.00230266,0.99769999,-0.000344942,0.000344942
RPS15A,-0.00230474,0.997697914,-0.000202264,0.000202264
RYR3,-0.002305242,0.997697413,-2.10E-05,2.098234753218544e-05
MRPL10,-0.002309481,0.997693184,-0.000300812,0.000300812
ABAT,-0.00231111,0.997691558,-0.000225342,0.000225342
GALM,-0.002311648,0.997691022,-0.000353725,0.000353725
TRIM58,-0.00231195,0.997690721,-0.000386837,0.000386837
NPAS3,-0.002312127,0.997690544,-0.000297229,0.000297229
DCAF7,-0.002313449,0.997689225,-0.000417749,0.000417749
CAPN11,-0.002313647,0.997689028,-0.00016216,0.00016216
HLA-DRB5,-0.002314208,0.997688468,-0.000302684,0.000302684
MAML3,-0.002315951,0.997686729,-0.000203808,0.000203808
ATG101,-0.002316217,0.997686464,-0.00044914,0.00044914
SLC35G2,-0.00231692,0.997685762,-0.000237128,0.000237128
ADAM17,-0.00232037,0.99768232,-0.000443465,0.000443465
PPEF1,-0.002320824,0.997681867,-0.000567206,0.000567206
KDM3B,-0.002322273,0.997680422,-0.000283303,0.000283303
PFAS,-0.002323327,0.99767937,-0.000268845,0.000268845
DENND2C,-0.002325353,0.997677349,-0.000306399,0.000306399
SEMA3B,-0.002325465,0.997677237,-0.000306975,0.000306975
NTN1,-0.002327014,0.997675691,-0.00043057,0.00043057
ZNF189,-0.002328972,0.997673738,-0.0003703,0.0003703
ITGB8,-0.002330842,0.997671873,-0.000472226,0.000472226
ZNF519,-0.002332009,0.997670708,-0.000399205,0.000399205
RPS18,-0.00233311,0.997669609,-0.000313736,0.000313736
ACAT2,-0.002336855,0.997665874,-0.000365332,0.000365332
SYNE2,-0.002336933,0.997665795,-0.000193969,0.000193969
SREBF2,-0.002337963,0.997664768,-0.000412461,0.000412461
C16orf86,-0.002338555,0.997664177,-0.00032265,0.00032265
IDNK,-0.002339049,0.997663685,-0.000272908,0.000272908
RMDN3,-0.002340414,0.997662322,-0.000343313,0.000343313
ENTPD2,-0.002342884,0.997659859,-0.000388298,0.000388298
EPHB1,-0.00234319,0.997659553,6.859611033745161e-05,6.859611033745161e-05
KMT2A,-0.002343562,0.997659182,-0.000302951,0.000302951
ZNF507,-0.002344092,0.997658653,-0.000400357,0.000400357
GPC1,-0.002344533,0.997658213,-0.000349859,0.000349859
HADH,-0.002346857,0.997655894,-0.000133764,0.000133764
ARHGAP10,-0.002347478,0.997655275,-0.000240882,0.000240882
AMOTL2,-0.002349006,0.997653751,-0.000221871,0.000221871
SERPINA3,-0.002351307,0.997651455,-0.000405853,0.000405853
FHDC1,-0.002352514,0.997650251,-0.000495881,0.000495881
LMO2,-0.002354399,0.99764837,-0.00027644,0.00027644
CLIP1,-0.002356028,0.997646745,-0.000335638,0.000335638
SLC35A5,-0.002356264,0.99764651,-0.000358859,0.000358859
SFXN3,-0.002356467,0.997646308,-0.000440864,0.000440864
FITM2,-0.002359107,0.997643673,-0.000325189,0.000325189
CAMKK2,-0.002360154,0.997642629,-0.000395865,0.000395865
PTGES2,-0.002360185,0.997642599,-0.000437056,0.000437056
GIMAP7,-0.002363558,0.997639233,-0.000303379,0.000303379
ZNF597,-0.002363796,0.997638996,-0.000298229,0.000298229
ST6GALNAC3,-0.002365883,0.997636914,-0.000292857,0.000292857
HIRIP3,-0.00236711,0.997635689,-0.000246438,0.000246438
AGA,-0.002368873,0.99763393,-0.000367034,0.000367034
CYP2U1,-0.002368876,0.997633927,-0.000208687,0.000208687
PCDH18,-0.002370079,0.997632727,-0.000135008,0.000135008
CFB,-0.002370937,0.997631871,-0.000419401,0.000419401
EVPL,-0.002371715,0.997631096,-0.000421373,0.000421373
TOM1L2,-0.002371874,0.997630937,-0.000344551,0.000344551
IDH2,-0.002372236,0.997630575,-0.000530449,0.000530449
CSDE1,-0.002372471,0.997630341,-0.000337621,0.000337621
RPS6KA2,-0.002373498,0.997629316,-0.000351373,0.000351373
PRDM8,-0.002373854,0.997628962,-4.99E-05,4.9939282281383744e-05
TOM1L1,-0.002374148,0.997628668,-0.000188863,0.000188863
HOXA7,-0.002375076,0.997627742,-0.000168647,0.000168647
FAM53B,-0.002379705,0.997623124,-0.000401776,0.000401776
MACROD2,-0.002380581,0.99762225,-0.000109897,0.000109897
IKBKG,-0.002382182,0.997620653,-0.000359242,0.000359242
ADAM23,-0.00238484,0.997618002,-0.000176097,0.000176097
RNF214,-0.002384958,0.997617884,-0.000374681,0.000374681
MCM2,-0.002385252,0.997617591,-0.000286346,0.000286346
ADAT2,-0.002387457,0.99761539,-0.000412567,0.000412567
TRIM32,-0.002388642,0.997614209,-0.000382712,0.000382712
UNC13B,-0.002390632,0.997612223,-0.000317994,0.000317994
ZBTB6,-0.002391822,0.997611036,-0.000581688,0.000581688
FAM184A,-0.002393051,0.99760981,-0.000302155,0.000302155
FAM47E,-0.002393068,0.997609793,-0.000261503,0.000261503
MBOAT1,-0.002393418,0.997609444,-0.000539473,0.000539473
PCDHGA6,-0.002394761,0.997608104,-0.00029014,0.00029014
FBXO31,-0.002395497,0.99760737,-0.000289989,0.000289989
PEG3,-0.002398837,0.997604038,-0.000246952,0.000246952
COX15,-0.002400466,0.997602413,-0.000364211,0.000364211
FYCO1,-0.002403214,0.997599671,-0.000252611,0.000252611
GNE,-0.002403426,0.99759946,-0.000124935,0.000124935
TRIO,-0.002405051,0.997597839,-0.000343952,0.000343952
EHHADH,-0.002405091,0.997597799,-0.000324192,0.000324192
LAMA4,-0.002406986,0.997595908,-0.000225446,0.000225446
FUCA1,-0.002410558,0.997592345,-0.000615603,0.000615603
DPH6,-0.002410717,0.997592187,-0.000385922,0.000385922
ALDH5A1,-0.002412122,0.997590785,-0.000175572,0.000175572
GPX4,-0.002414125,0.997588787,-0.000234848,0.000234848
NFIA,-0.002414231,0.997588681,-0.000160494,0.000160494
TUBB2A,-0.002416514,0.997586403,-0.000342058,0.000342058
TNFRSF14,-0.00241692,0.997585998,-0.000465835,0.000465835
EEF2K,-0.002418049,0.997584872,-0.000308905,0.000308905
EML4,-0.002419189,0.997583734,-0.000333723,0.000333723
ALG11,-0.002419821,0.997583105,-0.000301152,0.000301152
IQCH,-0.002421186,0.997581743,-0.000470298,0.000470298
LRRC34,-0.002426055,0.997576886,-0.000379261,0.000379261
DHX40,-0.002426403,0.997576538,-0.000318659,0.000318659
EMX2,-0.002426577,0.997576365,-0.00023302,0.00023302
SLC22A23,-0.002428217,0.997574729,-0.000266203,0.000266203
NUDT12,-0.002428248,0.997574698,-0.000388554,0.000388554
BBX,-0.002428934,0.997574014,-0.000361397,0.000361397
KIAA0232,-0.002429177,0.997573771,-0.000401264,0.000401264
PRUNE2,-0.002429186,0.997573762,-9.08E-05,9.080104309545662e-05
FFAR4,-0.002429431,0.997573517,-0.000284536,0.000284536
IQSEC1,-0.002430113,0.997572837,-0.000336399,0.000336399
NLGN1,-0.002432091,0.997570864,-0.000350891,0.000350891
GCDH,-0.002432106,0.997570849,-0.000332398,0.000332398
CSTF2T,-0.002432205,0.997570751,-0.000410053,0.000410053
SPTLC3,-0.002435392,0.997567571,-0.00043549,0.00043549
RFTN1,-0.002437375,0.997565593,-0.000265488,0.000265488
TBC1D9,-0.00243901,0.997563962,-0.000232121,0.000232121
CD209,-0.002440369,0.997562606,-0.000867811,0.000867811
PI4KA,-0.002444484,0.997558501,-0.000335479,0.000335479
MED13L,-0.002444763,0.997558223,-0.000240543,0.000240543
AHCY,-0.002445104,0.997557883,-0.000349044,0.000349044
S100A10,-0.002447764,0.99755523,-0.000647457,0.000647457
PEX5,-0.002448042,0.997554952,-0.000435549,0.000435549
RPL5,-0.00244807,0.997554924,-0.000355918,0.000355918
MSRA,-0.002449146,0.997553851,-0.000295607,0.000295607
